,,,,TURNOUT,,,,,,,REJECTED BALLOTS,,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,,,,,,,,,
ONS code,Authority,Ward Name,Electorate ,Total number of ballots at count ,Ballot box turnout (inc votes rejected at count),Total number of valid votes counted,Valid vote turnout (all valid votes),Total number of ballots returned by close of poll,Total participation turnout (inc postal votes rejected and votes  rejected at count),,Number of ballot papers rejected or not counted at the count for a) want of official mark,Number of ballot papers rejected at the count for b) voting more than once,Number of ballot papers rejected at the count for c) Writing or mark by which the voter could be identified,Number of ballot papers rejected at the count for d) unmarked or wholly void for uncertainty,Number of ballot papers rejected at the count for e) rejected in part,Total number of ballot papers rejected at the count ,,Number of postal ballot papers issued,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of covering envelopes returned as undelivered ,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',,PV statement rejected (No signature),PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB) ,PV statement rejected (Mismatched both) ,Ballot paper not returned ,Postal voting statement unreturned ,,Proxies appointed for this election,Emergency proxies  appointed,Waivers were granted for this election,What was the total number of polling stations used?,At what time did counting for ballot papers begin?,At what time did voting for ballot papers end?,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05002238,Thurrock,Little Thurrock Rectory,"4,558","3,136",68.80,"3,123",68.52,"3,160",69.33,,0,0,0,13,0,13,,716,630,1,2,630,4,18,606,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05002239,Thurrock,Ockendon,"7,046","4,538",64.41,"4,513",64.05,"4,590",65.14,,0,3,0,22,0,25,,"1,029",884,2,5,884,8,32,832,47,,,,,,,,,,,,,,,,,,,,,,,,,
E05002242,Thurrock,Stanford East & Corringham Town,"6,450","4,109",63.71,"4,092",63.44,"4,147",64.29,,0,0,0,17,0,17,,981,859,2,2,859,0,8,821,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05002243,Thurrock,Stanford-le-Hope West,"4,639","3,058",65.92,"3,049",65.73,"3,090",66.61,,0,0,0,9,0,9,,608,536,2,0,534,0,8,504,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05002244,Thurrock,Stifford Clays,"5,094","3,502",68.75,"3,490",68.51,"3,546",69.61,,0,2,0,10,0,12,,841,746,0,0,746,9,27,702,48,,,,,,,,,,,,,,,,,,,,,,,,,
E05002245,Thurrock,The Homesteads,"6,541","4,662",71.27,"4,649",71.07,"4,673",71.44,,0,1,0,12,0,13,,901,797,5,4,797,0,11,786,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002246,Thurrock,Tilbury Riverside & Thurrock Park,"4,345","2,541",58.48,"2,537",58.39,"2,587",59.54,,0,0,0,4,0,4,,589,503,1,1,503,6,38,457,47,,,,,,,,,,,,,,,,,,,,,,,,,
E05002248,Thurrock,West Thurrock & South Stifford,"7,630","4,294",56.28,"4,283",56.13,"4,337",56.84,,0,3,0,8,0,11,,"1,190",951,8,2,951,13,22,908,45,,,,,,,,,,,,,,,,,,,,,,,,,
E05002098,Torbay,Berry Head-with-Furzeham,"7,757","4,851",62.54,"4,735",61.04,"4,935",63.62,,0,7,0,109,0,116,,"1,415","1,193",0,2,"1,193",0,16,"1,109",16,,2,0,2,36,77,24,0,0,,389,0,126,68,,,,,,,,,,,
E05002099,Torbay,Blatchcombe,"8,205","4,546",55.41,"4,508",54.95,"4,573",55.74,,0,1,0,0,37,38,,"1,178",960,0,3,960,0,8,933,8,,,,,,,,,,,,,,,,,,,,,,,,,
E05002100,Torbay,Churston-with-Galmpton,"5,739","4,128",71.93,"4,049",70.55,"4,249",74.04,,0,3,0,76,0,79,,"1,009",939,3,1,939,1,5,818,6,,,,,,,,,,,,,,,,,,,,,,,,,
E05002101,Torbay,Clifton-with-Maidenway,"5,732","3,590",62.63,"3,534",61.65,"3,620",63.15,,0,0,0,56,0,56,,956,841,5,2,841,0,12,811,12,,,,,,,,,,,,,,,,,,,,,,,,,
E05002102,Torbay,Cockington-With-Chelston,"8,556","5,638",65.90,"5,568",65.08,"5,661",66.17,,0,2,0,68,0,70,,"1,501","1,325",1,4,"1,325",0,13,"1,302",13,,,,,,,,,,,,,,,,,,,,,,,,,
E05002103,Torbay,Ellacombe,"5,518","2,918",52.88,"2,870",52.01,"2,989",54.17,,0,4,0,44,0,48,,733,650,5,3,650,0,4,579,4,,,,,,,,,,,,,,,,,,,,,,,,,
E05002104,Torbay,Goodrington-with-Roselands,"5,718","3,844",67.22,"3,788",66.24,"3,889",68.01,,2,4,0,50,0,56,,"1,000",906,2,2,906,1,6,861,7,,,,,,,,,,,,,,,,,,,,,,,,,
E05002105,Torbay,Preston,"8,363","5,755",68.82,"5,650",67.56,"5,804",69.41,,0,3,0,0,102,105,,"1,392","1,250",3,5,"1,250",0,8,"1,201",8,,,,,,,,,,,,,,,,,,,,,,,,,
E05002106,Torbay,Roundham-with-Hyde,"6,121","3,350",54.73,"3,295",53.83,"3,382",55.25,,0,5,0,50,0,55,,866,741,8,4,741,0,11,709,11,,,,,,,,,,,,,,,,,,,,,,,,,
E05002109,Torbay,Shiphay-with-the-Willows,"7,581","4,604",60.73,"4,571",60.29,"4,615",60.88,,1,1,0,30,1,33,,"1,142",987,2,1,987,0,3,976,3,,,,,,,,,,,,,,,,,,,,,,,,,
E05002107,Torbay,St. Marychurch,"9,005","5,665",62.91,"5,564",61.79,"5,800",64.41,,0,4,0,97,0,101,,"1,425",976,3,4,976,2,11,841,442,,,,,,,,,,,,,,,,,,,,,,,,,
E05002108,Torbay,St. Marys-with-Summercombe,"6,001","3,491",58.17,"3,409",56.80,"3,569",59.47,,0,10,0,72,0,82,,961,799,2,3,799,0,7,721,7,,,,,,,,,,,,,,,,,,,,,,,,,
E05002110,Torbay,Tormohun,"8,947","4,748",53.07,"4,678",52.29,"4,797",53.62,,1,3,0,66,0,70,,"1,270","1,091",4,4,"1,091",0,12,"1,042",12,,,,,,,,,,,,,,,,,,,,,,,,,
E05002111,Torbay,Watcombe,"5,400","3,196",59.19,"3,152",58.38,"3,252",60.23,,0,2,0,42,0,44,,890,786,1,2,786,0,8,730,8,,,,,,,,,,,,,,,,,,,,,,,,,
E05002112,Torbay,Wellswood,"6,852","4,541",66.27,"4,469",65.22,"4,746",69.26,,0,1,0,71,0,72,,"1,542","1,381",2,5,"1,381",0,13,"1,176",13,,,,,,,,,,,,,,,,,,,,,,,,,
E05001598,Warrington,Appleton,"8,479","6,551",77.26,"6,412",75.62,"6,660",78.55,,0,8,0,131,0,139,,"2,537","2,161",6,6,0,7,24,"2,052",0,,21,14,22,99,120,61,11,22,,385,25,137,122,17:00,20:00,,,,,,,,,
E05001599,Warrington,Bewsey & Whitecross,"9,348","4,700",50.28,"4,660",49.85,"4,737",50.67,,0,3,6,31,0,40,,"1,329","1,077",9,3,0,4,23,"1,040",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001600,Warrington,Birchwood,"8,396","5,403",64.35,"5,334",63.53,"5,419",64.54,,0,0,0,69,0,69,,"1,307","1,093",4,5,0,2,8,"1,077",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001601,Warrington,Burtonwood & Winwick,"5,097","3,337",65.47,"3,284",64.43,"3,370",66.12,,41,0,0,12,0,53,,839,735,0,0,0,2,5,702,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001602,Warrington,CULCHETH GLAZEBURY & CROFT,"8,719","6,304",72.30,"6,233",71.49,"6,345",72.77,,0,0,0,71,0,71,,"1,712","1,480",4,2,0,3,20,"1,439",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001603,Warrington,Fairfield & Howley,"10,058","5,153",51.23,"5,102",50.73,"5,189",51.59,,0,1,0,50,0,51,,"1,265","1,045",6,0,0,8,19,"1,009",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001604,Warrington,GRAPPENHALL & THELWALL,"7,859","5,993",76.26,"5,968",75.94,"6,028",76.70,,0,2,0,23,0,25,,"1,730","1,542",2,3,0,3,13,"1,507",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001605,Warrington,Great Sankey North,"5,057","3,659",72.36,"3,644",72.06,"3,688",72.93,,0,0,0,15,0,15,,"1,002",913,1,0,0,0,13,884,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001606,Warrington,Great Sankey South,"8,233","5,630",68.38,"5,560",67.53,"5,667",68.83,,0,6,0,64,0,70,,"1,448","1,305",1,1,0,1,21,"1,268",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001608,Warrington,Latchford East,"6,653","3,743",56.26,"3,723",55.96,"3,769",56.65,,0,0,0,20,0,20,,858,716,3,1,0,5,12,690,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001609,Warrington,Latchford West,"5,922","3,846",64.94,"3,818",64.47,"3,867",65.30,,0,2,1,25,0,28,,"1,002",874,3,4,0,1,12,853,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001610,Warrington,LYMM,"9,994","7,561",75.66,"7,523",75.28,"7,596",76.01,,0,3,1,34,0,38,,"2,353","2,105",8,1,0,3,21,"2,070",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001611,Warrington,Orford,"7,941","4,378",55.13,"4,326",54.48,"4,404",55.46,,0,0,0,52,0,52,,982,827,1,1,0,3,8,801,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001612,Warrington,PENKETH & CUERDLEY,"6,961","5,151",74.00,"5,108",73.38,"5,184",74.47,,0,6,1,36,0,43,,"1,509","1,368",2,1,0,3,18,"1,335",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001613,Warrington,Poplars & Hulme,"7,802","4,198",53.81,"4,176",53.52,"4,235",54.28,,0,0,0,22,0,22,,947,800,3,2,0,2,21,763,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001614,Warrington,Poulton North,"7,864","4,902",62.33,"4,832",61.44,"4,959",63.06,,0,0,0,70,0,70,,"1,241","1,089",2,5,0,5,15,"1,032",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001616,Warrington,RIXTON & WOOLSTON,"7,430","5,072",68.26,"5,048",67.94,"5,102",68.67,,0,2,0,22,0,24,,"1,187","1,033",0,0,0,3,10,"1,003",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001617,Warrington,Stockton Heath,"4,990","3,795",76.05,"3,775",75.65,"3,819",76.53,,0,1,0,19,0,20,,"1,030",931,4,1,0,2,5,907,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001619,Warrington,Whittle Hall,"10,286","7,100",69.03,"7,047",68.51,"7,136",69.38,,0,2,0,51,0,53,,"1,923","1,662",8,0,0,0,12,"1,626",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002289,West Berkshire,Aldermaston,"2,205","1,237",56.10,"1,225",55.56,"1,243",56.37,,0,1,0,11,0,12,,479,419,4,3,419,,6,413,7,,63,37,23,51,26,72,63,41,,516,11,66,135,11:00,,,,,,,,,,
E05002290,West Berkshire,Basildon,"2,495","1,998",80.08,"1,974",79.12,"2,000",80.16,,0,9,0,15,0,24,,545,480,0,6,480,,2,478,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002291,West Berkshire,Birch Copse,"6,140","4,463",72.69,"4,409",71.81,"4,474",72.87,,0,4,0,50,0,54,,914,708,5,3,714,,17,697,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002292,West Berkshire,Bucklebury,"4,823","3,713",76.99,"3,692",76.55,"3,722",77.17,,0,1,0,20,0,21,,958,837,0,6,837,,9,828,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002293,West Berkshire,Burghfield,"4,605","3,265",70.90,"3,258",70.75,"3,276",71.14,,0,0,0,7,0,7,,659,523,4,4,523,,11,512,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002294,West Berkshire,Calcot,"6,800","4,503",66.22,"4,436",65.24,"4,547",66.87,,0,1,0,66,0,67,,984,821,3,0,821,,44,777,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002295,West Berkshire,Chieveley,"1,854","1,434",77.35,"1,426",76.91,"1,445",77.94,,0,0,0,8,0,8,,399,361,1,1,361,,11,350,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002296,West Berkshire,Clay Hill,"4,754","2,956",62.18,"2,924",61.51,"2,990",62.89,,0,6,0,26,0,32,,"1,155",987,2,0,989,,36,953,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002297,West Berkshire,Cold Ash,"2,401","1,862",77.55,"1,837",76.51,"1,869",77.84,,0,1,0,24,0,25,,496,456,0,0,456,,7,449,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002298,West Berkshire,Compton,"2,417","1,803",74.60,"1,778",73.56,"1,807",74.76,,0,8,0,17,0,25,,384,345,2,2,345,,4,341,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002299,West Berkshire,Downlands,"2,422","1,862",76.88,"1,853",76.51,"1,870",77.21,,0,2,0,7,0,9,,394,360,0,360,360,,8,352,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002300,West Berkshire,Falkland,"4,893","3,675",75.11,"3,649",74.58,"3,684",75.29,,0,3,0,23,0,26,,"1,025",901,0,0,901,,9,892,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002301,West Berkshire,Greenham,"4,600","3,046",66.22,"3,045",66.20,"3,053",66.37,,0,0,0,1,0,1,,917,781,2,0,781,,7,774,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002302,West Berkshire,Hungerford,"4,404","3,157",71.68,"3,141",71.32,"3,170",71.98,,0,5,0,11,0,16,,"1,215","1,059",0,3,"1,059",,13,"1,046",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002303,West Berkshire,Kintbury,"4,016","3,023",75.27,"3,000",74.70,"3,032",75.50,,0,4,0,19,0,23,,855,761,3,3,761,,9,752,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002304,West Berkshire,Lambourn Valley,"4,325","3,006",69.50,"2,971",68.69,"3,009",69.57,,0,8,0,27,0,35,,718,615,0,0,615,,3,612,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002305,West Berkshire,Mortimer,"4,404","3,237",73.50,"3,209",72.87,"3,244",73.66,,0,1,0,27,0,28,,757,609,2,0,609,,7,602,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002306,West Berkshire,Northcroft,"4,080","2,813",68.95,"2,787",68.31,"2,823",69.19,,0,0,0,26,0,26,,881,680,0,0,680,,10,670,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002307,West Berkshire,Pangbourne,"2,280","1,709",74.96,"1,697",74.43,"1,711",75.04,,0,1,0,11,0,12,,344,275,0,0,275,,2,273,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002308,West Berkshire,Purley on Thames,"5,282","3,865",73.17,"3,836",72.62,"3,868",73.23,,0,2,0,27,0,29,,890,706,0,0,706,,3,703,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002310,West Berkshire,Speen,"4,246","3,108",73.20,"3,076",72.44,"3,112",73.29,,0,6,0,26,0,32,,939,825,0,0,825,,4,821,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002309,West Berkshire,St. Johns,"4,570","3,415",74.73,"3,400",74.40,"3,422",74.88,,0,13,0,2,0,15,,976,845,0,0,845,,7,838,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002311,West Berkshire,Sulhamstead,"2,241","1,586",70.77,"1,561",69.66,"1,589",70.91,,0,13,0,12,0,25,,353,280,0,0,280,,3,277,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002312,West Berkshire,Thatcham Central,"4,559","3,008",65.98,"2,970",65.15,"3,016",66.15,,0,2,0,36,0,38,,"1,140",885,0,0,885,,8,877,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002313,West Berkshire,Thatcham North,"4,305","2,889",67.11,"2,857",66.36,"2,893",67.20,,23,1,8,0,0,32,,983,803,4,4,803,,4,799,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002314,West Berkshire,Thatcham South & Crookham,"5,125","3,590",70.05,"3,545",69.17,"3,593",70.11,,0,10,0,35,0,45,,"1,383","1,142",0,0,"1,142",,3,"1,139",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002315,West Berkshire,Thatcham West,"4,937","3,377",68.40,"3,320",67.25,"3,380",68.46,,0,7,0,50,0,57,,716,610,0,0,610,,3,607,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002316,West Berkshire,Theale,"2,197","1,569",71.42,"1,563",71.14,"1,570",71.46,,0,2,0,4,0,6,,292,250,0,0,250,,1,249,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002317,West Berkshire,Victoria,"3,760","2,330",61.97,"2,313",61.52,"2,334",62.07,,0,4,0,13,0,17,,746,589,0,0,589,,4,585,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002318,West Berkshire,Westwood,"2,222","1,603",72.14,"1,586",71.38,"1,605",72.23,,0,5,0,12,0,17,,328,260,0,0,260,,2,258,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002349,Windsor & Maidenhead,Ascot & Cheapside,"3,870","2,866",74.05,"2,862",73.95,"2,881",74.44,,,,,,,4,,676,605,7,12,605,12,3,590,15,,34,63,16,22,40,122,66,0,,404,31,43,81,17:00,01:30,,,,,,,,,
E05002350,Windsor & Maidenhead,Belmont,"5,845","4,020",68.77,"4,002",68.46,"4,033",68.99,,,,,,,18,,813,735,11,10,735,2,9,722,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05002351,Windsor & Maidenhead,Bisham & Cookham,"5,184","4,028",77.70,"3,920",75.62,"4,050",78.12,,,,,,,108,,979,852,6,3,852,13,7,830,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05002352,Windsor & Maidenhead,Boyn Hill,"5,695","3,894",68.37,"3,860",67.77,"3,911",68.67,,,,,,,34,,788,682,10,6,682,10,5,665,17,,,,,,,,,,,,,,,,,,,,,,,,,
E05002353,Windsor & Maidenhead,Bray,"5,631","4,105",72.90,"4,053",71.98,"4,134",73.42,,,,,,,52,,849,751,5,10,751,16,6,722,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05002354,Windsor & Maidenhead,Castle Without,"4,984","3,384",67.89,"3,345",67.11,"3,393",68.07,,,,,,,39,,686,588,6,2,588,4,4,579,9,,,,,,,,,,,,,,,,,,,,,,,,,
E05002355,Windsor & Maidenhead,Clewer East,"3,904","2,582",66.13,"2,568",65.77,"2,598",66.54,,,,,,14,14,,523,441,8,7,441,10,4,425,16,,,,,,,,,,,,,,,,,,,,,,,,,
E05002356,Windsor & Maidenhead,Clewer North,"5,793","3,868",66.77,"3,808",65.73,"3,885",67.06,,,,,,,60,,621,514,6,5,514,9,6,497,17,,,,,,,,,,,,,,,,,,,,,,,,,
E05002357,Windsor & Maidenhead,Clewer South,"3,683","2,305",62.58,"2,289",62.15,"2,310",62.72,,,,,,,16,,429,355,5,6,355,3,2,350,5,,,,,,,,,,,,,,,,,,,,,,,,,
E05002358,Windsor & Maidenhead,Cox Green,"5,613","4,007",71.38,"3,990",71.08,"4,021",71.63,,,,,,,17,,793,701,4,10,701,5,8,687,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05002359,Windsor & Maidenhead,Datchet,"3,678","2,368",64.38,"2,331",63.37,"2,382",64.76,,,,,,,37,,407,340,5,5,340,4,7,326,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05002360,Windsor & Maidenhead,Eton & Castle,"1,410",975,69.14,963,68.29,978,69.35,,,,,,,12,,150,134,3,2,134,1,2,131,3,,,,,,,,,,,,,,,,,,,,,,,,,
E05002361,Windsor & Maidenhead,Eton Wick,"1,808","1,315",72.73,"1,305",72.18,"1,322",73.12,,,,,,,10,,169,149,4,2,149,6,1,142,7,,,,,,,,,,,,,,,,,,,,,,,,,
E05002362,Windsor & Maidenhead,Furze Platt,"5,533","3,809",68.84,"3,776",68.24,"3,823",69.09,,,,,,,33,,875,782,7,5,782,8,6,768,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05002363,Windsor & Maidenhead,Horton & Wraysbury,"3,995","2,668",66.78,"2,649",66.30,"2,676",66.98,,,,,,19,19,,440,370,5,4,370,2,5,362,8,,,,,,,,,,,,,,,,,,,,,,,,,
E05002364,Windsor & Maidenhead,Hurley & Walthams,"4,587","3,349",73.01,"3,313",72.23,"3,363",73.32,,,,,,,36,,708,648,3,5,648,6,2,634,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05002365,Windsor & Maidenhead,Maidenhead Riverside,"5,880","4,018",68.33,"4,016",68.30,"4,043",68.76,,,,,,,2,,"1,156","1,000",12,2,"1,000",14,7,975,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05002366,Windsor & Maidenhead,Old Windsor,"3,769","2,783",73.83,"2,774",73.59,"2,796",74.17,,,,,,,9,,453,393,6,4,393,11,1,380,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05002367,Windsor & Maidenhead,Oldfield,"6,840","4,102",59.97,"4,073",59.55,"4,132",60.41,,,,,,,29,,953,809,8,11,809,17,11,779,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05002368,Windsor & Maidenhead,Park,"3,729","2,750",73.74,"2,748",73.69,"2,763",74.09,,,,,2,,2,,559,498,5,6,498,10,3,485,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05002369,Windsor & Maidenhead,Pinkneys Green,"5,358","4,021",75.04,"4,006",74.76,"4,041",75.41,,,,,,15,15,,"1,003",909,10,4,909,8,9,889,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05002370,Windsor & Maidenhead,Sunningdale,"3,797","2,721",71.66,"2,702",71.16,"2,732",71.95,,,14,,5,,19,,631,565,7,3,565,5,2,554,11,,,,,,,,,,,,,,,,,,,,,,,,,
E05002371,Windsor & Maidenhead,Sunninghill & South Ascot,"4,696","3,419",72.80,"3,408",72.57,"3,425",72.93,,,,,,,11,,747,661,7,0,638,8,3,655,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05002373,Wokingham,Barkham,"2,682","1,892",70.54,"1,884",70.25,"1,896",70.69,,0,0,0,8,0,8,,462,382,4,5,382,2,2,378,4,,38,37,65,23,77,8,44,25,,375,22,112,74,09:30,12:05,,,,,,,,,
E05002374,Wokingham,Bulmershe & Whitegates,"6,716","4,701",70.00,"4,662",69.42,"4,732",70.46,,0,0,0,39,0,39,,"1,255","1,023",2,2,"1,023",14,17,992,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05002376,Wokingham,Coronation,"4,497","3,364",74.81,"3,346",74.41,"3,368",74.89,,0,0,0,0,18,18,,741,630,3,1,630,2,2,626,4,,,,,,,,,,,,,,,,,,,,,,,,,
E05002377,Wokingham,Emmbrook,"6,677","5,022",75.21,"4,991",74.75,"5,036",75.42,,0,4,2,25,0,31,,"1,325","1,176",1,2,"1,176",8,6,"1,162",14,,,,,,,,,,,,,,,,,,,,,,,,,
E05002378,Wokingham,Evendons,"7,084","5,122",72.30,"5,099",71.98,"5,143",72.60,,0,3,0,20,0,23,,"1,469","1,249",1,6,"1,249",12,9,"1,228",21,,,,,,,,,,,,,,,,,,,,,,,,,
E05002381,Wokingham,Hawkedon,"6,983","4,726",67.68,"4,705",67.38,"4,739",67.86,,0,4,0,17,0,21,,"1,114",926,3,3,926,9,4,913,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05002382,Wokingham,Hillside,"6,532","4,701",71.97,"4,678",71.62,"4,713",72.15,,0,6,0,17,0,23,,"1,146",980,2,4,980,6,6,968,12,,,,,,,,,,,,,,,,,,,,,,,,,
E05002384,Wokingham,Loddon,"6,952","4,825",69.40,"4,794",68.96,"4,849",69.75,,0,0,0,0,31,31,,"1,057",902,1,5,902,15,9,878,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05002385,Wokingham,Maiden Erlegh,"7,284","5,196",71.33,"5,169",70.96,"5,218",71.64,,0,9,0,18,0,27,,"1,145",953,5,3,953,10,12,931,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05002386,Wokingham,Norreys,"7,074","4,887",69.08,"4,845",68.49,"4,907",69.37,,0,11,0,31,0,42,,"1,494","1,219",3,3,"1,219",13,7,"1,199",20,,,,,,,,,,,,,,,,,,,,,,,,,
E05002388,Wokingham,Shinfield North,"2,508","1,510",60.21,"1,504",59.97,"1,515",60.41,,0,2,0,4,0,6,,397,307,1,4,307,2,3,302,5,,,,,,,,,,,,,,,,,,,,,,,,,
E05002389,Wokingham,Shinfield South,"5,652","3,899",68.98,"3,888",68.79,"3,911",69.20,,5,1,0,5,0,11,,986,815,2,3,815,5,7,803,12,,,,,,,,,,,,,,,,,,,,,,,,,
E05002390,Wokingham,Sonning,"2,623","1,904",72.59,"1,898",72.36,"1,911",72.86,,0,0,0,6,0,6,,526,451,2,0,451,3,4,444,7,,,,,,,,,,,,,,,,,,,,,,,,,
E05002391,Wokingham,South Lake,"4,029","2,965",73.59,"2,953",73.29,"2,971",73.74,,0,0,0,0,12,12,,536,486,1,0,486,5,1,480,6,,,,,,,,,,,,,,,,,,,,,,,,,
E05002393,Wokingham,Twyford,"4,544","3,469",76.34,"3,462",76.19,"3,480",76.58,,0,1,0,6,0,7,,825,723,1,1,723,3,8,712,11,,,,,,,,,,,,,,,,,,,,,,,,,
E05002394,Wokingham,Wescott,"4,352","3,245",74.56,"3,226",74.13,"3,261",74.93,,0,3,0,16,0,19,,797,681,2,5,681,12,4,665,16,,,,,,,,,,,,,,,,,,,,,,,,,
E05002395,Wokingham,Winnersh                           ,"7,269","4,888",67.24,"4,877",67.09,"4,904",67.46,,0,1,0,10,0,11,,"1,249","1,019",4,5,"1,019",11,5,"1,003",16,,,,,,,,,,,,,,,,,,,,,,,,,
E05002396,Wokingham,Wokingham Without,"6,268","4,670",74.51,"4,653",74.23,"4,680",74.66,,8,4,0,5,0,17,,"1,275","1,073",5,3,"1,073",8,2,"1,063",10,,,,,,,,,,,,,,,,,,,,,,,,,
,York,Acomb,"6,769","4,535",67.00,"4,520",66.78,"4,552",67.25,,0,2,0,13,0,15,,739,660,,0,653,653,10,643,10,,26,10,69,147,96,7,1,242,,495,43,28,126,22:30,03:00,,,,,,,,,
E05001746,York,Bishopthorpe,"3,346","2,593",77.50,"2,584",77.23,"2,600",77.71,,0,1,0,8,0,9,,460,412,1,0,409,4,405,405,0,,,,,,,,,,,,,,,,,,,,,,,,,
,York,Clifton,"6,905","4,167",60.35,"4,135",59.89,"4,185",60.61,,0,14,0,18,0,32,,664,559,0,2,544,1,3,541,0,,,,,,,,,,,,,,,,,,,,,,,,,
,York,Copmanthorpe,"3,516","2,662",75.70,"2,653",75.44,"2,676",76.10,,0,1,0,8,0,9,,428,378,2,0,364,0,0,364,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001749,York,Dringhouses & Woodthorpe,"9,188","6,652",72.40,"6,629",72.15,"6,709",73.02,,0,3,0,20,0,23,,"1,316","1,203",3,1,"1,180",0,34,"1,146",34,,,,,,,,,,,,,,,,,,,,,,,,,
,York,Fishergate,"6,619","3,721",56.21,"3,699",55.88,"3,743",56.54,,0,3,0,19,0,22,,592,526,0,2,512,0,8,504,0,,,,,,,,,,,,,,,,,,,,,,,,,
,York,Fulford & Heslington,"3,042","2,147",70.58,"2,136",70.22,"2,158",70.94,,8,1,0,2,0,11,,488,433,1,0,426,2,2,422,0,,,,,,,,,,,,,,,,,,,,,,,,,
