,,,,,TURNOUT,,,,,,,REJECTED BALLOTS,,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,
ONS code,Authority,Ward Name,,Electorate ,Total number of ballots at count ,Ballot box turnout (inc votes rejected at count),Total number of valid votes counted,Valid vote turnout (all valid votes),Total number of ballots returned by close of poll,Total participation turnout (inc postal votes rejected and votes  rejected at count),,Number of ballot papers rejected or not counted at the count for a) want of official mark,Number of ballot papers rejected at the count for b) voting more than once,Number of ballot papers rejected at the count for c) Writing or mark by which the voter could be identified,Number of ballot papers rejected at the count for d) unmarked or wholly void for uncertainty,Number of ballot papers rejected at the count for e) rejected in part,Total number of ballot papers rejected at the count ,,Number of postal ballot papers issued,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of covering envelopes returned as undelivered ,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',,PV statement rejected (No signature),PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB) ,PV statement rejected (Mismatched both),Ballot paper not returned one figure for each authority,Postal voting statement unreturned one figure for each authority,,Proxies appointed for this election,Emergency proxies  appointed,Waivers were granted for this election,What was the total number of polling stations used?,At what time did counting for ballot papers begin?,At what time did voting for ballot papers end?,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05000861,Wigan,Wigan Central,,"9,400","5,967",63.48,"5,936",63.15,"6,100",64.89,,0,3,1,27,0,31,,"1,924","1,670",2,0,0,0,70,"1,537",133,,,,,,,,,,,,,,,,,
E05000862,Wigan,Wigan West,,"9,834","5,660",57.56,"5,637",57.32,"5,772",58.69,,0,2,0,21,0,23,,"1,772","1,527",5,0,0,0,55,"1,415",112,,,,,,,,,,,,,,,,,
E05000863,Wigan,Winstanley,,"9,113","5,927",65.04,"5,915",64.91,"6,063",66.53,,0,0,0,12,0,12,,"1,810","1,573",5,0,0,0,57,"1,437",136,,,,,,,,,,,,,,,,,
E05000864,Wigan,Worsley Mesnes,,"9,032","5,138",56.89,"5,119",56.68,"5,270",58.35,,0,2,0,17,0,19,,"1,700","1,430",7,0,0,0,50,"1,298",132,,,,,,,,,,,,,,,,,
E05000954,Wirral,Bebington,,"12,107","8,923",73.70,"8,860",73.18,"8,998",74.32,,0,4,0,59,0,63,,"1,883","1,718",6,8,"1,718",0,25,"1,643",28,,31,5,56,71,152,132,24,99,,677,18,254,103,11:00,13:41,
E05000955,Wirral,Bidston & St. James,,"10,049","5,623",55.96,"5,536",55.09,"5,686",56.58,,0,2,0,85,0,87,,"1,150",994,2,9,994,0,18,931,19,,,,,,,,,,,,,,,,,
E05000956,Wirral,Birkenhead & Tranmere,,"9,854","5,607",56.90,"5,584",56.67,"5,686",57.70,,18,3,2,0,0,23,,"1,755","1,453",6,9,"1,453",0,24,"1,374",30,,,,,,,,,,,,,,,,,
E05000957,Wirral,Bromborough,,"11,464","7,601",66.30,"7,551",65.86,"7,672",66.92,,0,2,0,48,0,50,,"1,528","1,353",1,6,"1,353",0,14,"1,282",14,,,,,,,,,,,,,,,,,
E05000958,Wirral,Clatterbridge,,"11,689","8,907",76.20,"8,853",75.74,"8,995",76.95,,0,1,0,53,0,54,,"1,947","1,828",7,5,"1,828",0,17,"1,740",18,,,,,,,,,,,,,,,,,
E05000959,Wirral,Claughton,,"11,266","7,267",64.50,"7,216",64.05,"7,310",64.88,,0,4,0,47,0,51,,"1,718","1,497",1,9,"1,497",0,28,"1,454",31,,,,,,,,,,,,,,,,,
E05000960,Wirral,Eastham,,"11,089","8,040",72.50,"7,968",71.85,"8,097",73.01,,0,2,0,70,0,72,,"1,783","1,586",3,9,"1,586",0,22,"1,529",19,,,,,,,,,,,,,,,,,
E05000961,Wirral,Greasby Frankby & Irby,,"11,583","9,081",78.40,"9,046",78.10,"9,174",79.20,,0,5,0,30,0,35,,"2,372","2,218",3,3,"2,218",0,22,"2,125",22,,,,,,,,,,,,,,,,,
E05000962,Wirral,Heswall,,"10,874","8,536",78.50,"8,468",77.87,"8,622",79.29,,0,5,0,63,0,68,,"2,698","2,523",6,13,"2,523",1,15,"2,437",14,,,,,,,,,,,,,,,,,
E05000963,Wirral,Hoylake & Meols,,"10,610","8,170",77.00,"8,127",76.59,"8,208",77.36,,0,5,0,38,0,43,,"1,925","1,767",1,1,"1,767",0,21,"1,729",18,,,,,,,,,,,,,,,,,
E05000964,Wirral,Leasowe & Moreton East,,"10,764","7,093",65.90,"7,064",65.63,"7,160",66.52,,0,5,0,24,0,29,,"1,951","1,722",2,4,"1,722",1,23,"1,655",30,,,,,,,,,,,,,,,,,
E05000965,Wirral,Liscard,,"11,091","7,154",64.50,"6,992",63.04,"7,191",64.83,,0,6,0,156,0,162,,"1,784","1,503",7,8,"1,503",0,26,"1,466",21,,,,,,,,,,,,,,,,,
E05000966,Wirral,Moreton West & Saughall Massie,,"10,860","7,526",69.30,"7,499",69.05,"7,589",69.88,,0,12,0,15,0,27,,"1,884","1,686",3,4,"1,686",0,23,"1,623",11,,,,,,,,,,,,,,,,,
E05000967,Wirral,New Brighton,,"11,003","7,306",66.40,"7,272",66.09,"7,371",66.99,,0,4,0,30,0,34,,"1,819","1,614",3,5,"1,614",0,19,"1,549",21,,,,,,,,,,,,,,,,,
E05000968,Wirral,Oxton,,"11,236","7,798",69.40,"7,765",69.11,"7,872",70.06,,30,3,0,0,0,33,,"1,765","1,618",4,10,"1,618",0,11,"1,544",12,,,,,,,,,,,,,,,,,
E05000969,Wirral,Pensby & Thingwall,,"10,589","7,963",75.20,"7,901",74.61,"8,012",75.66,,0,0,0,62,0,62,,"2,628","2,356",4,5,"2,356",0,25,"2,307",28,,,,,,,,,,,,,,,,,
E05000970,Wirral,Prenton,,"10,790","7,380",68.40,"7,357",68.19,"7,404",68.62,,0,0,1,22,0,23,,"1,807","1,574",2,2,"1,574",0,24,"1,550",24,,,,,,,,,,,,,,,,,
E05000971,Wirral,Rock Ferry,,"9,727","5,671",58.30,"5,652",58.10,"5,712",58.72,,0,1,0,18,0,19,,"1,038",869,0,4,869,0,14,828,20,,,,,,,,,,,,,,,,,
E05000972,Wirral,Seacombe,,"10,309","5,886",57.10,"5,850",56.75,"5,955",57.77,,0,4,0,32,0,36,,"1,482","1,303",3,3,"1,303",0,20,"1,234",32,,,,,,,,,,,,,,,,,
E05000973,Wirral,Upton,,"12,394","8,626",69.60,"8,573",69.17,"8,740",70.52,,0,2,0,51,0,53,,"2,812","2,506",0,18,"2,506",1,46,"2,392",56,,,,,,,,,,,,,,,,,
E05000974,Wirral,Wallasey,,"11,871","8,606",72.50,"8,551",72.04,"8,643",72.81,,0,3,2,50,0,55,,"1,949","1,733",0,9,"1,733",0,25,"1,696",30,,,,,,,,,,,,,,,,,
E05000975,Wirral,West Kirby & Thurstaston,,"10,380","8,169",78.70,"8,108",78.11,"8,238",79.36,,0,1,6,54,0,61,,"2,434","2,284",3,11,"2,284",0,26,"2,215",31,,,,,,,,,,,,,,,,,
E05001321,Wolverhampton,Bilston East,,"9,804","5,019",51.19,"4,998",50.98,"5,074",51.75,,0,3,0,18,0,21,,773,639,8,0,626,8,27,584,0,,12,30,46,354,176,80,20,15,,281,6,133,149,12:00,14:30,
E05001322,Wolverhampton,Bilston North,,"8,930","5,041",56.45,"5,012",56.13,"5,102",57.13,,0,24,0,5,0,29,,802,684,2,2,678,4,37,623,0,,,,,,,,,,,,,,,,,
E05001323,Wolverhampton,BLAKENHALL,,"8,642","5,258",60.84,"5,205",60.23,"5,317",61.53,,0,20,3,30,0,53,,761,641,6,0,633,3,32,582,0,,,,,,,,,,,,,,,,,
E05001324,Wolverhampton,Bushbury North,,"9,095","5,441",59.82,"5,414",59.53,"5,474",60.19,,0,2,1,24,0,27,,902,795,4,3,787,10,4,762,0,,,,,,,,,,,,,,,,,
E05001325,Wolverhampton,Bushbury South & Low Hill,,"9,763","4,343",44.48,"4,327",44.32,"4,384",44.90,,0,5,0,11,0,16,,922,738,3,0,730,5,14,697,0,,,,,,,,,,,,,,,,,
E05001326,Wolverhampton,East Park,,"8,976","4,382",48.82,"4,350",48.46,"4,441",49.48,,0,8,0,24,0,32,,731,615,3,0,609,7,34,556,0,,,,,,,,,,,,,,,,,
E05001327,Wolverhampton,Ettingshall,,"9,569","5,087",53.16,"5,050",52.77,"5,132",53.63,,0,10,0,27,0,37,,790,641,11,0,637,1,34,596,0,,,,,,,,,,,,,,,,,
E05001328,Wolverhampton,Fallings Park,,"9,100","5,025",55.22,"5,010",55.05,"5,080",55.82,,0,2,0,13,0,15,,835,721,3,1,706,7,16,666,0,,,,,,,,,,,,,,,,,
E05001329,Wolverhampton,GRAISELEY,,"8,466","5,185",61.24,"5,164",61.00,"5,273",62.28,,0,1,0,20,0,21,,"1,068",941,4,0,0,0,49,853,0,,,,,,,,,,,,,,,,,
E05001330,Wolverhampton,Heath Town,,"8,524","4,129",48.44,"4,085",47.92,"4,183",49.07,,0,12,1,31,0,44,,840,691,8,0,682,8,24,637,0,,,,,,,,,,,,,,,,,
E05001331,Wolverhampton,MERRY HILL,,"9,404","6,189",65.81,"6,163",65.54,"6,255",66.51,,0,2,0,24,0,26,,"1,185","1,035",1,1,"1,029",0,47,969,0,,,,,,,,,,,,,,,,,
E05001332,Wolverhampton,Oxley,,"9,144","5,226",57.15,"5,202",56.89,"5,279",57.73,,0,2,0,22,0,24,,"1,017",861,4,1,850,7,28,808,0,,,,,,,,,,,,,,,,,
E05001333,Wolverhampton,Park,,"8,186","5,183",63.32,"5,141",62.80,"5,240",64.01,,0,6,0,36,0,42,,914,803,8,1,798,0,39,746,0,,,,,,,,,,,,,,,,,
E05001334,Wolverhampton,PENN,,"10,093","7,114",70.48,"7,086",70.21,"7,192",71.26,,0,6,22,0,0,28,,"1,344","1,184",5,0,"1,175",0,39,"1,106",0,,,,,,,,,,,,,,,,,
E05001336,Wolverhampton,Spring Vale,,"8,922","5,103",57.20,"5,075",56.88,"5,175",58.00,,0,5,2,21,0,28,,858,738,2,0,729,8,46,666,0,,,,,,,,,,,,,,,,,
E05001335,Wolverhampton,St. Peters,,"7,570","3,880",51.25,"3,862",51.02,"3,923",51.82,,0,0,0,18,0,18,,650,521,3,0,519,0,32,478,0,,,,,,,,,,,,,,,,,
E05001337,Wolverhampton,Tettenhall Regis,,"9,388","6,439",68.59,"6,417",68.35,"6,492",69.15,,0,2,0,20,0,22,,"1,461","1,325",3,2,0,0,24,"1,272",0,,,,,,,,,,,,,,,,,
E05001338,Wolverhampton,Tettenhall Wightwick,,"9,167","6,641",72.44,"6,623",72.25,"6,720",73.31,,0,3,15,0,0,18,,"1,594","1,448",3,2,"1,441",0,52,"1,369",0,,,,,,,,,,,,,,,,,
E05001339,Wolverhampton,Wednesfield North,,"8,782","5,204",59.26,"5,185",59.04,"5,247",59.75,,0,6,0,13,0,19,,"1,026",879,4,0,868,4,13,836,0,,,,,,,,,,,,,,,,,
E05001340,Wolverhampton,Wednesfield South,,"8,579","5,147",60.00,"5,129",59.79,"5,203",60.65,,0,3,0,15,0,18,,984,836,4,0,826,16,19,780,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
