,,,,,TURNOUT,,,,,,,REJECTED BALLOTS,,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,
ONS code,Authority,Ward Name,,Electorate ,Total number of ballots at count ,Ballot box turnout (inc votes rejected at count),Total number of valid votes counted,Valid vote turnout (all valid votes),Total number of ballots returned by close of poll,Total participation turnout (inc postal votes rejected and votes  rejected at count),,Number of ballot papers rejected or not counted at the count for a) want of official mark,Number of ballot papers rejected at the count for b) voting more than once,Number of ballot papers rejected at the count for c) Writing or mark by which the voter could be identified,Number of ballot papers rejected at the count for d) unmarked or wholly void for uncertainty,Number of ballot papers rejected at the count for e) rejected in part,Total number of ballot papers rejected at the count ,,Number of postal ballot papers issued,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of covering envelopes returned as undelivered ,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',,PV statement rejected (No signature),PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB) ,PV statement rejected (Mismatched both),Ballot paper not returned one figure for each authority,Postal voting statement unreturned one figure for each authority,,Proxies appointed for this election,Emergency proxies  appointed,Waivers were granted for this election,What was the total number of polling stations used?,At what time did counting for ballot papers begin?,At what time did voting for ballot papers end?,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001400,Kirklees,Dewsbury West,,"13,307","8,257",62.05,"8,182",61.49,"8,386",63.02,,0,22,3,50,,75,,"1,852","1,578",9,9,"1,518",9,60,"1,449",69,,,,,,,,,,,,,,,,,
E05001401,Kirklees,Golcar,,"13,804","8,724",63.20,"8,681",62.89,"8,811",63.83,,0,4,1,38,,43,,"2,320","2,011",2,11,"1,948",6,18,"1,924",24,,,,,,,,,,,,,,,,,
E05001402,Kirklees,Greenhead,,"13,655","8,876",65.00,"8,821",64.60,"8,996",65.88,,0,12,0,43,,55,,"2,046","1,808",9,5,"1,723",8,27,"1,688",35,,,,,,,,,,,,,,,,,
E05001403,Kirklees,Heckmondwike,,"13,364","8,299",62.10,"8,265",61.85,"8,409",62.92,,0,5,0,29,,34,,"1,950","1,714",3,4,"1,635",7,24,"1,604",31,,,,,,,,,,,,,,,,,
E05008561,Kirklees,Holme Valley North,,"12,979","9,228",71.10,"9,146",70.47,"9,421",72.59,,0,5,0,77,,82,,"2,813","2,562",4,18,"2,400",10,21,"2,369",31,,,,,,,,,,,,,,,,,
E05001405,Kirklees,Holme Valley South,,"14,787","10,750",72.70,"10,686",72.27,"10,920",73.85,,,,,,,64,,"3,109","2,850",9,8,"2,721",11,30,"2,680",41,,,,,,,,,,,,,,,,,
E05008562,Kirklees,Kirkburton,,"12,240","8,703",71.10,"8,623",70.45,"8,913",72.82,,0,19,2,59,,80,,"2,538","2,346",3,7,"2,175",15,24,"2,136",39,,,,,,,,,,,,,,,,,
E05001407,Kirklees,Lindley,,"14,562","9,815",67.40,"9,741",66.89,"9,962",68.41,,0,4,0,70,,74,,"3,048","2,741",19,8,"2,632",9,29,"2,594",38,,,,,,,,,,,,,,,,,
E05001408,Kirklees,Liversedge & Gomersal,,"13,963","8,713",62.40,"8,688",62.22,"8,824",63.19,,0,0,1,24,,25,,"2,317","2,038",2,5,"1,943",7,9,"1,927",19,,,,,,,,,,,,,,,,,
E05001409,Kirklees,Mirfield,,"15,481","10,604",68.50,"10,536",68.06,"10,881",70.29,,0,12,0,56,,68,,"2,911","2,714",4,9,"2,479",16,26,"2,437",42,,,,,,,,,,,,,,,,,
E05001410,Kirklees,Newsome,,"12,801","7,565",59.10,"7,531",58.83,"7,642",59.70,,0,11,0,23,,34,,"1,684","1,462",4,23,"1,408",7,16,"1,385",23,,,,,,,,,,,,,,,,,
E05000865,Knowsley,Cherryfield,,"5,550","3,463",62.40,"3,427",61.75,"3,475",62.61,,0,3,0,33,0,36,,789,632,2,4,632,2,10,620,12,,1,1,1,3,3,1,4,0,,18,2,0,5,10:30,14:25,
E05000866,Knowsley,Halewood North,,,Uncontested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05000867,Knowsley,Halewood South,,"5,539","3,486",62.94,"3,459",62.45,"3,500",63.19,,0,4,0,23,0,27,,829,707,0,0,707,7,7,693,14,,,,,,,,,,,,,,,,,
E05000868,Knowsley,Halewood West,,"5,182","3,161",61.00,"3,116",60.13,"3,171",61.19,,0,2,0,40,3,45,,829,662,0,0,662,6,4,652,10,,,,,,,,,,,,,,,,,
E05000869,Knowsley,Kirkby Central,,"4,880","2,939",60.23,"2,881",59.04,"2,943",60.31,,0,6,0,52,0,58,,698,552,4,1,552,2,2,548,4,,,,,,,,,,,,,,,,,
E05000870,Knowsley,Longview,,"6,523","3,877",59.44,"3,838",58.84,"3,901",59.80,,0,1,0,38,0,39,,971,797,1,0,797,8,16,773,24,,,,,,,,,,,,,,,,,
E05000871,Knowsley,Northwood,,"5,497","3,248",59.09,"3,217",58.52,"3,256",59.23,,0,5,1,25,0,31,,823,649,2,1,649,2,7,641,8,,,,,,,,,,,,,,,,,
E05000872,Knowsley,Page Moss,,"5,018","3,050",60.78,"3,024",60.26,"3,073",61.24,,0,0,0,26,0,26,,761,646,0,2,646,9,14,623,23,,,,,,,,,,,,,,,,,
E05000873,Knowsley,Park,,"5,041","3,221",63.90,"3,193",63.34,"3,241",64.29,,0,8,1,19,0,28,,753,616,0,1,616,6,14,596,20,,,,,,,,,,,,,,,,,
E05000874,Knowsley,Prescot East,,"5,818","3,673",63.13,"3,628",62.36,"3,682",63.29,,0,6,0,39,0,45,,852,706,1,0,706,4,5,697,9,,,,,,,,,,,,,,,,,
E05000875,Knowsley,Prescot West,,"5,191","3,470",66.85,"3,433",66.13,"3,485",67.14,,0,2,0,35,0,37,,894,754,0,1,754,7,8,739,15,,,,,,,,,,,,,,,,,
E05000876,Knowsley,Roby,,"5,982","4,220",70.54,"4,204",70.28,"4,230",70.71,,0,0,0,16,0,16,,968,843,0,3,843,3,7,833,10,,,,,,,,,,,,,,,,,
E05000880,Knowsley,Shevington,,,Uncontested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05000877,Knowsley,St. Bartholomews,,"5,324","3,502",65.78,"3,436",64.54,"3,514",66.00,,0,7,0,59,0,66,,"1,130",960,0,0,960,3,9,948,12,,,,,,,,,,,,,,,,,
E05000878,Knowsley,St. Gabriels,,"5,230","3,437",65.72,"3,415",65.30,"3,444",65.85,,0,1,0,21,0,22,,797,695,0,0,695,1,6,688,7,,,,,,,,,,,,,,,,,
E05000879,Knowsley,St. Michaels,,"5,301","3,461",65.29,"3,439",64.87,"3,482",65.69,,0,2,1,19,0,22,,832,700,2,4,700,3,18,679,21,,,,,,,,,,,,,,,,,
E05000881,Knowsley,Stockbridge,,"4,517","2,874",63.63,"2,839",62.85,"2,886",63.89,,0,3,0,32,0,35,,671,554,1,1,554,6,6,542,12,,,,,,,,,,,,,,,,,
E05000882,Knowsley,Swanside,,"5,402","3,768",69.75,"3,695",68.40,"3,781",69.99,,0,6,0,67,0,73,,949,804,0,1,804,2,11,791,13,,,,,,,,,,,,,,,,,
E05000883,Knowsley,Whiston North,,"5,472","3,563",65.11,"3,530",64.51,"3,576",65.35,,0,9,1,23,0,33,,962,810,0,1,810,4,9,797,13,,,,,,,,,,,,,,,,,
E05000884,Knowsley,Whiston South,,"5,427","3,585",66.06,"3,568",65.75,"3,601",66.35,,0,8,1,8,0,17,,934,776,1,1,776,7,9,760,16,,,,,,,,,,,,,,,,,
E05000885,Knowsley,Whitefield,,"4,792","3,036",63.36,"3,005",62.71,"3,051",63.67,,0,6,0,25,0,31,,708,592,0,2,592,6,9,577,15,,,,,,,,,,,,,,,,,
E05001411,Leeds,Adel & Wharfedale,,"15,957","12,073",75.66,"12,005",75.23,"12,354",77.42,,0,5,0,63,0,68,,"4,629","4,121",6,7,"4,121",,37,"3,840",0,,106,38,54,430,170,195,126,"1,285",,231,159,137,357,14:00,19:30,
E05001412,Leeds,Alwoodley,,"17,897","12,660",70.74,"12,588",70.34,"12,903",72.10,,0,26,1,45,0,72,,"3,860","3,338",8,7,"3,338",,33,"3,095",0,,,,,,,,,,,,,,,,,
E05001413,Leeds,Ardsley & Robin Hood,,"17,476","10,972",62.78,"10,940",62.60,"11,131",63.69,,0,4,0,28,0,32,,"3,213","2,687",5,8,"2,687",,27,"2,528",0,,,,,,,,,,,,,,,,,
E05001414,Leeds,Armley,,"17,512","9,608",54.87,"9,565",54.62,"9,944",56.78,,0,4,0,39,0,43,,"2,304","2,028",6,9,"2,028",,35,"1,692",0,,,,,,,,,,,,,,,,,
E05001415,Leeds,Beeston & Holbeck,,"15,216","8,226",54.06,"8,168",53.68,"8,232",54.10,,0,8,2,48,0,58,,"2,190","1,669",7,10,"1,669",,17,"1,663",0,,,,,,,,,,,,,,,,,
E05001416,Leeds,Bramley & Stanningley,,"16,264","9,374",57.64,"9,344",57.45,"9,477",58.27,,0,3,0,27,0,30,,"2,502","2,033",8,10,"2,033",,22,"1,930",0,,,,,,,,,,,,,,,,,
E05001417,Leeds,Burmantofts & Richmond Hill,,"15,417","7,887",51.16,"7,846",50.89,"8,035",52.12,,0,5,0,36,0,41,,"2,504","2,050",6,8,"2,050",,39,"1,902",0,,,,,,,,,,,,,,,,,
E05001418,Leeds,Calverley & Farsley,,"17,939","12,814",71.43,"12,771",71.19,"13,205",73.61,,0,6,0,37,0,43,,"3,775","3,430",4,7,"3,430",,29,"3,039",0,,,,,,,,,,,,,,,,,
E05001419,Leeds,Chapel Allerton,,"17,810","11,242",63.12,"11,160",62.66,"11,487",64.50,,0,6,0,76,0,82,,"2,496","2,094",8,10,"2,094",,46,"1,849",0,,,,,,,,,,,,,,,,,
E05001420,Leeds,City & Hunslet,,"21,859","11,876",54.33,"11,807",54.01,"12,039",55.08,,0,6,0,63,0,69,,"2,716","2,180",6,5,"2,189",,30,"2,017",0,,,,,,,,,,,,,,,,,
E05001421,Leeds,Cross Gates & Whinmoor,,"17,178","11,020",64.15,"10,965",63.83,"11,199",65.19,,0,2,0,53,0,55,,"3,033","2,571",8,7,"2,571",,25,"2,392",0,,,,,,,,,,,,,,,,,
E05001422,Leeds,Farnley & Wortley,,"17,854","10,502",58.82,"10,476",58.68,"10,629",59.53,,0,1,0,25,0,26,,"2,551","2,176",5,7,"2,176",,31,"2,049",0,,,,,,,,,,,,,,,,,
E05001423,Leeds,Garforth & Swillington,,"16,245","11,815",72.73,"11,773",72.47,"11,980",73.75,,9,2,0,31,0,42,,"3,346","2,920",3,5,"2,920",,30,"2,755",0,,,,,,,,,,,,,,,,,
E05001424,Leeds,Gipton & Harehills,,"16,272","8,424",51.77,"8,372",51.45,"8,812",54.15,,0,13,0,39,0,52,,"3,585","2,858",10,11,"2,858",,93,"2,470",0,,,,,,,,,,,,,,,,,
E05001425,Leeds,Guiseley & Rawdon,,"18,297","13,524",73.91,"13,457",73.55,"13,681",74.77,,0,6,0,61,0,67,,"4,186","3,619",6,4,"3,619",,26,"3,462",0,,,,,,,,,,,,,,,,,
E05001426,Leeds,Harewood,,"15,237","11,767",77.23,"11,702",76.80,"12,056",79.12,,0,5,0,60,0,65,,"3,618","3,223",5,4,"3,223",,15,"2,934",0,,,,,,,,,,,,,,,,,
E05001427,Leeds,Headingley,,"13,384","8,426",62.96,"8,389",62.68,"8,544",63.84,,0,5,0,32,0,37,,"1,153",947,6,5,947,,9,829,0,,,,,,,,,,,,,,,,,
E05001428,Leeds,Horsforth,,"17,355","12,823",73.89,"12,755",73.49,"13,090",75.42,,0,15,2,51,0,68,,"3,884","3,347",7,5,"3,347",,27,"3,080",0,,,,,,,,,,,,,,,,,
E05001429,Leeds,Hyde Park & Woodhouse,,"15,432","8,785",56.93,"8,736",56.61,"8,918",57.79,,0,9,1,39,0,49,,"1,561","1,238",8,4,"1,238",,26,"1,105",0,,,,,,,,,,,,,,,,,
E05001430,Leeds,Killingbeck & Seacroft,,"16,427","8,819",53.69,"8,774",53.41,"9,025",54.94,,0,6,0,39,0,45,,"2,799","2,245",7,4,"2,245",,46,"2,039",0,,,,,,,,,,,,,,,,,
E05001431,Leeds,Kippax & Methley,,"16,376","11,458",69.97,"11,391",69.56,"11,664",71.23,,0,2,0,65,0,67,,"2,975","2,551",6,4,"2,551",,42,"2,345",0,,,,,,,,,,,,,,,,,
E05001432,Leeds,Kirkstall,,"15,572","9,633",61.86,"9,594",61.61,"10,023",64.37,,0,4,0,35,0,39,,"2,363","2,220",5,7,"2,220",,20,"1,830",0,,,,,,,,,,,,,,,,,
E05001433,Leeds,Middleton Park,,"19,052","9,769",51.28,"9,731",51.08,"9,906",51.99,,1,8,1,28,0,38,,"2,636","2,161",9,6,"2,161",,23,"2,024",0,,,,,,,,,,,,,,,,,
E05001434,Leeds,Moortown,,"17,563","12,525",71.31,"12,456",70.92,"12,736",72.52,,0,8,0,61,0,69,,"3,332","2,825",8,6,"2,825",,27,"2,614",0,,,,,,,,,,,,,,,,,
